problem_id,Question,A,B,C,D,Answer,config,split,question_with_options,reference_solution,judge_models,cognitive_level,knowledge_dimension,method_difficulty,definition_completeness,knowledge_breadth,reasoning_type,solution_steps,human_grade,human_cognitive_level,human_depth_of_knowledge,human_grade_num,human_difficulty,cognitive_level_o4-mini,knowledge_dimension_o4-mini,method_difficulty_o4-mini,definition_completeness_o4-mini,knowledge_breadth_o4-mini,reasoning_type_o4-mini,solution_steps_o4-mini,cognitive_level_Claude-3.7-sonnet,knowledge_dimension_Claude-3.7-sonnet,method_difficulty_Claude-3.7-sonnet,definition_completeness_Claude-3.7-sonnet,knowledge_breadth_Claude-3.7-sonnet,reasoning_type_Claude-3.7-sonnet,solution_steps_Claude-3.7-sonnet,cognitive_level_gemini-2.5-pro,knowledge_dimension_gemini-2.5-pro,method_difficulty_gemini-2.5-pro,definition_completeness_gemini-2.5-pro,knowledge_breadth_gemini-2.5-pro,reasoning_type_gemini-2.5-pro,solution_steps_gemini-2.5-pro
ARCEZ_Mercury_185430,Which of the following sentences best explains what happens when puddles evaporate?,The water absorbs into the ground.,The particles of matter move more slowly.,The water changes from one form to another.,The particles of matter move closer together.,C,ARC-Easy,train,"Answer the following multi-choice question:
Which of the following sentences best explains what happens when puddles evaporate?

Options:
A. The water absorbs into the ground.
B. The particles of matter move more slowly.
C. The water changes from one form to another.
D. The particles of matter move closer together.
","Let’s evaluate each choice in terms of what “evaporating” means (liquid water turning into water vapor, a gas):

A) “The water absorbs into the ground.”  
   – That describes infiltration, not evaporation.

B) “The particles of matter move more slowly.”  
   – Actually, for evaporation, particles gain energy and move faster, not more slowly.

C) “The water changes from one form to another.”  
   – Yes. Evaporation is a phase change: liquid water becomes water vapor (gas).

D) “The particles of matter move closer together.”  
   – During evaporation, particles move farther apart as they enter the gas phase.

Thus the best answer is C.  
Answer: C","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Evaluate', 'Analyze', 'Evaluate')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'yes', 'yes')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(6, 4, 6)",Grade 08,Remembering,I,8,Low,Evaluate,Conceptual,Low,yes,Single-Discipline,Deductive,6,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,4,Evaluate,Conceptual,Low,yes,Single-Discipline,Deductive,6
ARCEZ_Mercury_7188965,Peristalsis helps move nutrients through parts of the body by using wavelike contractions. In which system is the function used?,circulatory,digestive,endocrine,nervous,B,ARC-Easy,test,"Answer the following multi-choice question:
Peristalsis helps move nutrients through parts of the body by using wavelike contractions. In which system is the function used?

Options:
A. circulatory
B. digestive
C. endocrine
D. nervous
","Step 1: Peristalsis refers to rhythmic, wave-like muscle contractions.  
Step 2: These contractions occur in tubular organs such as the esophagus, stomach, and intestines.  
Step 3: Their primary role is to propel food and nutrient-rich chyme through the gastrointestinal tract.  
Step 4: The system responsible for ingestion, digestion, and absorption of nutrients is the digestive system.  

Answer: B","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Remember', 'Remember', 'Understand')","('Factual', 'Factual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'no')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(4, 4, 4)",Grade 08,Remembering,I,8,Medium,Remember,Factual,Low,yes,Single-Discipline,Deductive,4,Remember,Factual,Low,no,Single-Discipline,Deductive,4,Understand,Conceptual,Low,no,Single-Discipline,Deductive,4
ARCEZ_Mercury_SC_400189,Which of these resources is renewable?,natural gas,oil,coal,wind,D,ARC-Easy,train,"Answer the following multi-choice question:
Which of these resources is renewable?

Options:
A. natural gas
B. oil
C. coal
D. wind
","To determine which resource is renewable, let’s consider the definitions and replenishment rates of each:

1. Natural gas:
   - A fossil fuel formed from the remains of ancient organic matter over millions of years.
   - Extraction exceeds the natural rate of formation.
   - Classified as nonrenewable.

2. Oil:
   - Another fossil fuel created over geological timescales.
   - Consumption far outpaces natural formation.
   - Nonrenewable.

3. Coal:
   - Fossilized plant matter compressed over hundreds of millions of years.
   - Once used, it cannot be replaced on a human timescale.
   - Nonrenewable.

4. Wind:
   - Caused by atmospheric pressure differences driven by solar heating of Earth.
   - Continuously available and not depleted by use.
   - Considered a renewable resource.

Since wind energy is naturally replenished and not exhausted by consumption, it is the renewable option.

Answer: D","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Apply', 'Apply', 'Apply')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'no')","('Single-Discipline', 'Multi-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(5, 2, 5)",Grade 05,Remembering,I,5,Medium,Apply,Conceptual,Low,yes,Single-Discipline,Deductive,5,Apply,Conceptual,Low,no,Multi-Discipline,Deductive,2,Apply,Conceptual,Low,no,Multi-Discipline,Deductive,5
ARCEZ_Mercury_7214130,Researchers are developing new types of crop plants with desirable characteristics such as disease resistance and drought tolerance. Crossing plants so that the next generation will express desirable traits is best described as,selective breeding.,natural selection.,genetic engineering.,gene sequencing.,A,ARC-Easy,train,"Answer the following multi-choice question:
Researchers are developing new types of crop plants with desirable characteristics such as disease resistance and drought tolerance. Crossing plants so that the next generation will express desirable traits is best described as

Options:
A. selective breeding.
B. natural selection.
C. genetic engineering.
D. gene sequencing.
","To determine the correct term, let’s consider what each option means and match it to the process described:

1. Selective breeding (artificial selection): Humans choose parent organisms with desirable traits (e.g., disease resistance, drought tolerance) and mate them to produce offspring that inherit those traits. This is a traditional breeding approach that relies on naturally occurring genetic variation.

2. Natural selection: Traits become more or less common in a population through differential survival and reproduction in a natural environment, without deliberate human intervention.

3. Genetic engineering: Direct manipulation of an organism’s genome using biotechnology (e.g., inserting or editing specific genes in the lab), rather than mating whole organisms.

4. Gene sequencing: Determining the order of nucleotides in a DNA molecule; it’s a method for analyzing genetic information, not for producing new trait combinations.

Since the researchers are crossing plants selectively to enhance specific traits in their offspring, this process is best described as selective breeding.

Answer: A","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Analyze', 'Analyze', 'Analyze')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'yes', 'yes')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(6, 3, 6)",Biology,Remembering,I,,Medium,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,6,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,3,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,6
ARCCH_Mercury_179025,During which phase of meiosis does the separation of homologous chromosomes occur?,prophase,anaphase,metaphase,telophase,B,ARC-Challenge,test,"Answer the following multi-choice question:
During which phase of meiosis does the separation of homologous chromosomes occur?

Options:
A. prophase
B. anaphase
C. metaphase
D. telophase
","Step 1: Recall the phases of meiosis I  
- Prophase I: Homologous chromosomes pair up (synapsis) and crossing over occurs.  
- Metaphase I: Paired homologous chromosomes (tetrads) line up at the metaphase plate.  
- Anaphase I: Homologous chromosomes are pulled apart toward opposite poles.  
- Telophase I: Chromosomes arrive at poles, and the cell may divide.

Step 2: Identify when homologous chromosomes separate  
That occurs during anaphase I.

Answer: B","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Remember', 'Remember', 'Remember')","('Factual', 'Conceptual', 'Factual')","('Low', 'Low', 'Low')","('yes', 'no', 'yes')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(2, 2, 2)",Biology,Remembering,I,,High,Remember,Factual,Low,yes,Single-Discipline,Deductive,2,Remember,Conceptual,Low,no,Single-Discipline,Deductive,2,Remember,Factual,Low,yes,Single-Discipline,Deductive,2
ARCEZ_Mercury_7043103,"The change in the use of one model of the solar system to the use of another model resulted in major changes in science and society. Which two scientists produced the earlier and later models, respectively?",Hooke and Mendel,Newton and Galileo,Aristotle and Einstein,Ptolemy and Copernicus,D,ARC-Easy,train,"Answer the following multi-choice question:
The change in the use of one model of the solar system to the use of another model resulted in major changes in science and society. Which two scientists produced the earlier and later models, respectively?

Options:
A. Hooke and Mendel
B. Newton and Galileo
C. Aristotle and Einstein
D. Ptolemy and Copernicus
","Step 1: Identify the “earlier” model of the solar system.  
- The geocentric model (Earth at center) was formulated by Claudius Ptolemy in the 2nd century CE.

Step 2: Identify the “later” model of the solar system.  
- The heliocentric model (Sun at center) was introduced by Nicolaus Copernicus in the 16th century.

Step 3: Match to the answer choices.  
- Only choice D lists Ptolemy (earlier, geocentric) followed by Copernicus (later, heliocentric).

Answer: D","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Remember', 'Remember', 'Remember')","('Factual', 'Factual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'no')","('Single-Discipline', 'Multi-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(3, 3, 3)",Grade 08,Remembering,I,8,Medium,Remember,Factual,Low,yes,Single-Discipline,Deductive,3,Remember,Factual,Low,no,Multi-Discipline,Deductive,3,Remember,Conceptual,Low,no,Multi-Discipline,Deductive,3
ARCEZ_Mercury_SC_402053,How does flipping a switch turn on a light?,It creates a spark.,It breaks an electrical circuit.,It generates electricity.,It completes an electrical circuit.,D,ARC-Easy,test,"Answer the following multi-choice question:
How does flipping a switch turn on a light?

Options:
A. It creates a spark.
B. It breaks an electrical circuit.
C. It generates electricity.
D. It completes an electrical circuit.
","Step 1: A light bulb needs a closed path (circuit) for electric current to flow through it.  
Step 2: With the switch “off,” the path is open, so no current can reach the bulb.  
Step 3: Flipping the switch “on” closes the internal contacts inside the switch.  
Step 4: Closing those contacts completes the circuit, allowing current to flow from the power source, through the bulb, and back.  
Step 5: The flowing current powers the bulb, causing it to light up.  

Answer: D","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Apply', 'Understand', 'Understand')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'yes', 'yes')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(5, 5, 5)",Grade 05,Remembering,I,5,Medium,Apply,Conceptual,Low,yes,Single-Discipline,Deductive,5,Understand,Conceptual,Low,yes,Single-Discipline,Deductive,5,Understand,Conceptual,Low,yes,Single-Discipline,Deductive,5
ARCEZ_Mercury_177853,Astronomers have determined the surface temperature of stars by studying their colors. What color emission represents stars with the hottest temperatures?,blue,red,white,yellow,A,ARC-Easy,train,"Answer the following multi-choice question:
Astronomers have determined the surface temperature of stars by studying their colors. What color emission represents stars with the hottest temperatures?

Options:
A. blue
B. red
C. white
D. yellow
","Step 1: Stars approximate blackbody radiators, so their peak emission wavelength λ_max is given by Wien’s displacement law:  
 λ_max = b / T,  
where b is a constant and T is the surface temperature.

Step 2: As T increases, λ_max decreases (i.e., shifts to shorter wavelengths).

Step 3: Visible light runs from red (~700 nm, longer wavelength) through yellow and white to blue (~450 nm, shorter wavelength).

Step 4: The hottest stars have their emission peak at the shortest visible wavelengths, so they appear blue.

Answer: A","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Apply', 'Apply', 'Apply')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Medium')","('yes', 'no', 'no')","('Single-Discipline', 'Multi-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(4, 4, 4)",Earth and Space Sciences,Remembering,I,,High,Apply,Conceptual,Low,yes,Single-Discipline,Deductive,4,Apply,Conceptual,Low,no,Multi-Discipline,Deductive,4,Apply,Conceptual,Medium,no,Multi-Discipline,Deductive,4
ARCEZ_Mercury_189105,A sunspot appears as a dark spot on the sun that is cooler than the surrounding area. On which region of the sun do sunspots occur?,chromosphere,core,corona,photosphere,D,ARC-Easy,test,"Answer the following multi-choice question:
A sunspot appears as a dark spot on the sun that is cooler than the surrounding area. On which region of the sun do sunspots occur?

Options:
A. chromosphere
B. core
C. corona
D. photosphere
","Let’s consider the structure of the Sun from inside out:

1. Core: This is where nuclear fusion occurs at extremely high temperatures (~15 million K). Sunspots are much cooler (~4,000–5,000 K), so they cannot be in the core.  
2. Radiative and Convective Zones (not listed as answer choices): These are the interior layers that transport energy outward; they are not visible and do not show sunspots.  
3. Photosphere: This is the visible “surface” of the Sun at about 5,800 K. It’s the layer we see with our eyes (or telescopes), and it’s where sunspots—cooler, darker regions—appear.  
4. Chromosphere and Corona: These are layers above the photosphere (respectively at ~6,000–20,000 K and ~1–3 million K). They are hotter than the photosphere and do not host sunspots.

Since sunspots appear on the visible surface, they occur in the photosphere.

Answer: D","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Remember', 'Apply', 'Analyze')","('Factual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'yes')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(2, 3, 5)",Earth and Space Sciences,Remembering,I,,Medium,Remember,Factual,Low,yes,Single-Discipline,Deductive,2,Apply,Conceptual,Low,no,Single-Discipline,Deductive,3,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,5
ARCEZ_Mercury_SC_LBS10945,"When animals use energy, they produce",nitrogen,iron sulfide,oxygen,carbon dioxide,D,ARC-Easy,train,"Answer the following multi-choice question:
When animals use energy, they produce

Options:
A. nitrogen
B. iron sulfide
C. oxygen
D. carbon dioxide
","Step 1: Animals obtain energy by breaking down organic molecules (like glucose) through the process of cellular respiration.  
Step 2: The overall reaction for aerobic respiration is:  
 C6H12O6 (glucose) + 6 O2 → 6 CO2 + 6 H2O + energy  
Step 3: From this reaction we see that oxygen is consumed and carbon dioxide (and water) is produced.  
Step 4: Among the given choices, carbon dioxide is the correct product of energy use in animals.  

Answer: D","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Apply', 'Remember', 'Understand')","('Factual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'no')","('Single-Discipline', 'Multi-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(4, 4, 4)",Grade 04,Remembering,I,4,High,Apply,Factual,Low,yes,Single-Discipline,Deductive,4,Remember,Conceptual,Low,no,Multi-Discipline,Deductive,4,Understand,Conceptual,Low,no,Multi-Discipline,Deductive,4
ARCEZ_Mercury_SC_400345,A science class is taking a field trip to a forest to observe and study birds. Which tool would be most helpful for observing birds?,beakers,binoculars,safety goggles,microscopes,B,ARC-Easy,train,"Answer the following multi-choice question:
A science class is taking a field trip to a forest to observe and study birds. Which tool would be most helpful for observing birds?

Options:
A. beakers
B. binoculars
C. safety goggles
D. microscopes
","Step 1: The goal is to observe and study birds in their natural habitat, often at a distance.  
Step 2: You need a tool that lets you see small, distant objects (birds perched in trees) more clearly.  
Step 3:  
- Beakers (A) are for holding liquids in a lab.  
- Safety goggles (C) protect your eyes but don’t improve distant vision.  
- Microscopes (D) are for viewing very small objects up close.  
- Binoculars (B) magnify distant objects, making them ideal for bird watching.  
Answer: B","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Apply', 'Analyze', 'Apply')","('Factual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'yes', 'yes')","('Single-Discipline', 'Single-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(3, 3, 3)",Grade 05,Remembering,I,5,Low,Apply,Factual,Low,yes,Single-Discipline,Deductive,3,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,3,Apply,Conceptual,Low,yes,Multi-Discipline,Deductive,3
ARCEZ_Mercury_7015558,Which change increases the rate of a chemical reaction?,increasing the reaction temperature,using larger particles of solid reactants,reducing the concentration of the reactants,adding an inhibitor to the reaction mixture,A,ARC-Easy,train,"Answer the following multi-choice question:
Which change increases the rate of a chemical reaction?

Options:
A. increasing the reaction temperature
B. using larger particles of solid reactants
C. reducing the concentration of the reactants
D. adding an inhibitor to the reaction mixture
","To determine which change increases the reaction rate, consider how each option affects collision frequency and energy:

1. Increasing temperature (A)  
   - Raises kinetic energy of molecules  
   - Increases both frequency and energy of collisions  
   → Faster reaction rate

2. Using larger particles (B)  
   - Decreases surface area  
   - Fewer collisions at the interface  
   → Slower reaction rate

3. Reducing concentration (C)  
   - Fewer reactant molecules per volume  
   - Lowers collision frequency  
   → Slower reaction rate

4. Adding an inhibitor (D)  
   - Inhibitor binds to reactants or catalyst  
   - Prevents or slows productive collisions  
   → Slower reaction rate

Thus, only increasing the reaction temperature speeds up the reaction.

Answer: A","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Apply', 'Apply', 'Analyze')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'yes', 'yes')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(5, 5, 5)",Grade 08,Remembering,I,8,Medium,Apply,Conceptual,Low,yes,Single-Discipline,Deductive,5,Apply,Conceptual,Low,yes,Single-Discipline,Deductive,5,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,5
ARCEZ_Mercury_7012495,Which of these atomic structures has the least amount of mass?,an ion,a proton,a neutron,an electron,D,ARC-Easy,test,"Answer the following multi-choice question:
Which of these atomic structures has the least amount of mass?

Options:
A. an ion
B. a proton
C. a neutron
D. an electron
","Let’s compare the masses of each:

1. Proton  
   - Mass ≈ 1.67 × 10^−27 kg (about 1 atomic mass unit, u)

2. Neutron  
   - Mass ≈ 1.67 × 10^−27 kg (slightly more than a proton, also about 1 u)

3. Electron  
   - Mass ≈ 9.11 × 10^−31 kg (about 1/1836 of a proton’s mass)

4. Ion  
   - An atom (containing protons, neutrons, and electrons) that has gained or lost electrons  
   - Clearly has a mass on the order of a whole atom, i.e., much larger than a single proton or neutron

Since the electron’s mass (~9.11 × 10^−31 kg) is vastly smaller than that of a proton, neutron, or any entire atom (ion), the electron is the lightest.

Answer: D","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Analyze', 'Analyze', 'Analyze')","('Factual', 'Factual', 'Conceptual')","('Low', 'Low', 'Medium')","('yes', 'yes', 'yes')","('Single-Discipline', 'Single-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(6, 3, 6)",Grade 08,Remembering,I,8,Low,Analyze,Factual,Low,yes,Single-Discipline,Deductive,6,Analyze,Factual,Low,yes,Single-Discipline,Deductive,3,Analyze,Conceptual,Medium,yes,Multi-Discipline,Deductive,6
ARCEZ_Mercury_SC_401159,"A student adds sugar, spices, and salt to a bowl of peanuts and stirs them together. What has the student made?",a compound,a substance,a mixture,a solution,C,ARC-Easy,train,"Answer the following multi-choice question:
A student adds sugar, spices, and salt to a bowl of peanuts and stirs them together. What has the student made?

Options:
A. a compound
B. a substance
C. a mixture
D. a solution
","Let’s analyze each option:

1. Compound – this implies a chemical combination of elements in a fixed ratio (e.g., H2O). Our ingredients are just physically combined, not bonded chemically.

2. Substance – this generally means a pure chemical with uniform composition throughout. A mix of peanuts, sugar, spices, and salt is not a single pure substance.

3. Mixture – this is a physical combination of two or more substances where each retains its own properties. That exactly describes stirring together peanuts, sugar, spices, and salt.

4. Solution – a homogeneous mixture in which one substance (the solute) is dissolved in another (the solvent). Here there’s no dissolving in a liquid—just solid ingredients mixed together.

Therefore the student has made a mixture.

Answer: C","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Analyze', 'Analyze', 'Analyze')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'yes')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(5, 5, 6)",Grade 05,Remembering,I,5,Low,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,5,Analyze,Conceptual,Low,no,Single-Discipline,Deductive,5,Analyze,Conceptual,Low,yes,Single-Discipline,Deductive,6
ARCCH_Mercury_SC_400683,The science classes for the middle school are performing a project in which they are recycling paper and plastic bags. What is one major difference between paper and plastic?,Paper comes from a renewable resource.,Plastic comes from a renewable resource.,Plastic cannot be reused.,Paper cannot be reused.,A,ARC-Challenge,test,"Answer the following multi-choice question:
The science classes for the middle school are performing a project in which they are recycling paper and plastic bags. What is one major difference between paper and plastic?

Options:
A. Paper comes from a renewable resource.
B. Plastic comes from a renewable resource.
C. Plastic cannot be reused.
D. Paper cannot be reused.
","Step 1: Identify the raw materials  
- Paper is made from trees (wood pulp).  
- Plastic is made from petroleum (fossil fuels).

Step 2: Determine renewability  
- Trees can be replanted and grown again, so wood is a renewable resource.  
- Petroleum takes millions of years to form and is considered nonrenewable on human timescales.

Step 3: Evaluate the answer choices  
A) Paper comes from a renewable resource. – True (trees are renewable)  
B) Plastic comes from a renewable resource. – False (petroleum is nonrenewable)  
C) Plastic cannot be reused. – False (plastic can often be reused)  
D) Paper cannot be reused. – False (paper can be reused or recycled)

Answer: A","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Evaluate', 'Apply', 'Analyze')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'yes')","('Single-Discipline', 'Multi-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(3, 3, 3)",Grade 05,Remembering,I,5,Low,Evaluate,Conceptual,Low,yes,Single-Discipline,Deductive,3,Apply,Conceptual,Low,no,Multi-Discipline,Deductive,3,Analyze,Conceptual,Low,yes,Multi-Discipline,Deductive,3
ARCCH_Mercury_400877,"What is the mass of a carbon atom that has 6 protons, 7 neutrons, and 6 electrons?",6,7,13,19,C,ARC-Challenge,test,"Answer the following multi-choice question:
What is the mass of a carbon atom that has 6 protons, 7 neutrons, and 6 electrons?

Options:
A. 6
B. 7
C. 13
D. 19
","To find the mass of the atom (in atomic mass units, u), we add the masses of its protons and neutrons (electrons contribute negligibly):

1. Number of protons = 6  
2. Number of neutrons = 7  
3. Mass number = protons + neutrons = 6 + 7 = 13  

Therefore, the mass of this carbon atom is approximately 13 u.

Answer: C","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Apply', 'Apply', 'Apply')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'no')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(4, 2, 2)",Grade 08,Remembering,I,8,Low,Apply,Conceptual,Low,yes,Single-Discipline,Deductive,4,Apply,Conceptual,Low,no,Single-Discipline,Deductive,2,Apply,Conceptual,Low,no,Single-Discipline,Deductive,2
ARCEZ_Mercury_SC_400583,Proper use and care of a microscope includes,carrying it with both hands.,reflecting sunlight to the stage.,removing the objectives after you are done.,adjusting the coarse focus under high power.,A,ARC-Easy,test,"Answer the following multi-choice question:
Proper use and care of a microscope includes

Options:
A. carrying it with both hands.
B. reflecting sunlight to the stage.
C. removing the objectives after you are done.
D. adjusting the coarse focus under high power.
","Step-by-step reasoning:

1. Carrying a microscope always requires two hands—one on the arm and one supporting the base—to prevent dropping or tipping.  
2. Reflecting direct sunlight into the stage is unsafe and can damage the optics or your eyes; built-in illuminators or mirrors with diffused light are preferred.  
3. Objectives are permanently mounted on the revolving nosepiece; you should not remove them after use.  
4. Under high-power magnification, only the fine-focus knob should be used to avoid crashing the objective into the slide.

Answer: A","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Remember', 'Remember', 'Remember')","('Procedural', 'Procedural', 'Procedural')","('Low', 'Low', 'Low')","('yes', 'no', 'yes')","('Single-Discipline', 'Single-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(4, 4, 4)",Grade 05,Remembering,I,5,Low,Remember,Procedural,Low,yes,Single-Discipline,Deductive,4,Remember,Procedural,Low,no,Single-Discipline,Deductive,4,Remember,Procedural,Low,yes,Multi-Discipline,Deductive,4
ARCCH_Mercury_7132405,How does the skin help the body maintain homeostasis?,The skin transports oxygen.,The skin digests viruses.,The skin sends messages to the brain.,The skin stabilizes temperature.,D,ARC-Challenge,test,"Answer the following multi-choice question:
How does the skin help the body maintain homeostasis?

Options:
A. The skin transports oxygen.
B. The skin digests viruses.
C. The skin sends messages to the brain.
D. The skin stabilizes temperature.
","Step 1: Identify the primary functions of the skin.  
- The skin acts as a protective barrier, regulates fluid balance, provides sensory information, and helps control body temperature.

Step 2: Evaluate each answer choice.  
A) The skin transports oxygen.  
- Oxygen transport is the role of the circulatory system (blood and lungs), not the skin.  
B) The skin digests viruses.  
- Virus destruction is primarily handled by the immune system (white blood cells), not by digestion in the skin.  
C) The skin sends messages to the brain.  
- While the skin contains sensory receptors that detect temperature, pressure, and pain, the act of “sending messages” is done by the nervous system (neurons), not the skin itself performing homeostatic regulation.  
D) The skin stabilizes temperature.  
- The skin contains sweat glands and blood vessels that dilate or constrict to release or retain heat, which directly contributes to maintaining a stable internal temperature (homeostasis).

Step 3: Choose the best answer.  
- Only option D describes a direct homeostatic function of the skin.

Answer: D","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Evaluate', 'Analyze', 'Evaluate')","('Conceptual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Low')","('yes', 'no', 'yes')","('Single-Discipline', 'Single-Discipline', 'Single-Discipline')","('Deductive', 'Deductive', 'Deductive')","(5, 2, 6)",Grade 07,Remembering,I,7,Medium,Evaluate,Conceptual,Low,yes,Single-Discipline,Deductive,5,Analyze,Conceptual,Low,no,Single-Discipline,Deductive,2,Evaluate,Conceptual,Low,yes,Single-Discipline,Deductive,6
ARCEZ_Mercury_181510,Which of the following helped lead to the invention of personal computers?,Internet,keyboard,wireless transmitter,integrated circuit,D,ARC-Easy,train,"Answer the following multi-choice question:
Which of the following helped lead to the invention of personal computers?

Options:
A. Internet
B. keyboard
C. wireless transmitter
D. integrated circuit
","To determine which development was pivotal in making personal computers feasible, consider the following steps:

1. Early computers used vacuum tubes and then discrete transistors; they were large, power-hungry, and expensive.  
2. The invention of the integrated circuit (IC) in the late 1950s and early 1960s allowed many transistors to be placed on a single small chip.  
3. ICs dramatically reduced size, cost, and power requirements, making compact desktop or “personal” machines practical.  
4. Other items on the list—keyboards, wireless transmitters, and the Internet—were useful peripherals or came later, but they did not by themselves enable the first personal computers.  

Answer: D","('o4-mini', 'Claude-3.7-sonnet', 'gemini-2.5-pro')","('Analyze', 'Analyze', 'Analyze')","('Factual', 'Conceptual', 'Conceptual')","('Low', 'Low', 'Medium')","('yes', 'no', 'no')","('Single-Discipline', 'Multi-Discipline', 'Multi-Discipline')","('Deductive', 'Deductive', 'Deductive')","(4, 3, 5)",Grade 08,Remembering,I,8,Low,Analyze,Factual,Low,yes,Single-Discipline,Deductive,4,Analyze,Conceptual,Low,no,Multi-Discipline,Deductive,3,Analyze,Conceptual,Medium,no,Multi-Discipline,Deductive,5
